Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(SubSkills),Opportunity(SubSkills),KC(KTracedSkills),Opportunity(KTracedSkills)
2583,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit1-6,2009-01-08 19:21:54.0,2009-01-08 19:21:56.0,2009-01-08 19:21:56.0,2009-01-08 19:21:56.0,1.0,1.0,,1,0,0,1,,,,
2584,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit1-7,2009-01-08 19:21:56.0,2009-01-08 19:21:57.0,2009-01-08 19:21:57.0,2009-01-08 19:21:57.0,1.0,1.0,,1,0,0,1,,,,
2585,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-1,2009-01-08 19:21:57.0,2009-01-08 19:22:00.0,2009-01-08 19:22:00.0,2009-01-08 19:22:00.0,3.0,3.0,,1,0,0,1,,,,
2586,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-2,2009-01-08 19:22:00.0,2009-01-08 19:22:01.0,2009-01-08 19:22:01.0,2009-01-08 19:22:01.0,1.0,1.0,,1,0,0,1,,,,
2587,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-3,2009-01-08 19:22:01.0,2009-01-08 19:22:03.0,2009-01-08 19:22:03.0,2009-01-08 19:22:03.0,1.0,1.0,,1,0,0,1,,,,
2588,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-4,2009-01-08 19:22:01.0,2009-01-08 19:22:03.0,2009-01-08 19:22:05.0,2009-01-08 19:22:05.0,3.0,,3.0,0,1,0,1,,,,
2589,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-5,2009-01-08 19:22:05.0,2009-01-08 19:22:08.0,2009-01-08 19:22:08.0,2009-01-08 19:22:08.0,3.0,3.0,,1,0,0,1,,,,
2590,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-6,2009-01-08 19:22:08.0,2009-01-08 19:22:09.0,2009-01-08 19:22:09.0,2009-01-08 19:22:09.0,0.5,0.5,,1,0,0,1,,,,
2591,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Digit2-7,2009-01-08 19:22:08.0,2009-01-08 19:22:09.0,2009-01-08 19:22:09.0,2009-01-08 19:22:09.0,0.5,0.5,,1,0,0,1,,,,
2592,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,Operation,2009-01-08 19:22:09.0,2009-01-08 19:22:14.0,2009-01-08 19:22:15.0,2009-01-08 19:22:15.0,6.0,,6.0,0,1,0,1,Identify operator,69,Identify operator-1,69
2593,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-1,2009-01-08 19:22:15.0,2009-01-08 19:22:19.0,2009-01-08 19:22:19.0,2009-01-08 19:22:19.0,4.0,4.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit -- no carry,469~~175~~92,Calculate sum digit -- no carry-1,92
2594,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-2,2009-01-08 19:22:19.0,2009-01-08 19:23:10.0,2009-01-08 19:23:10.0,2009-01-08 19:23:10.0,51.0,51.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit -- no carry~~Calculate sum digit from 1 digit,470~~176~~93~~36,Calculate sum digit -- no carry-1~~Calculate sum digit from 1 digit-1,93~~36
2595,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-3,2009-01-08 19:23:10.0,2009-01-08 19:23:16.0,2009-01-08 19:23:27.0,2009-01-08 19:23:27.0,17.0,,17.0,0,1,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in,471~~177~~116~~28,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in-1,116~~28
2596,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-4,2009-01-08 19:23:27.0,2009-01-08 19:23:32.0,2009-01-08 19:23:32.0,2009-01-08 19:23:32.0,2.5,2.5,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry out,472~~178~~117~~20,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry out-1,117~~20
2597,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,RegroupAddition:4,2009-01-08 19:23:27.0,2009-01-08 19:23:32.0,,2009-01-08 19:23:34.0,4.5,,4.5,0,3,0,0,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in,473~~179~~118~~29,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in-1,118~~29
2598,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-5,2009-01-08 19:23:34.0,2009-01-08 19:23:38.0,2009-01-08 19:23:38.0,2009-01-08 19:23:38.0,4.0,4.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in,474~~180~~119~~30,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in-1,119~~30
2599,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-6,2009-01-08 19:23:38.0,2009-01-08 19:23:41.0,2009-01-08 19:23:41.0,2009-01-08 19:23:41.0,3.0,3.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in and out,475~~181~~120~~38,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in and out-1,120~~38
2600,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,DigitAnswer-7,2009-01-08 19:23:41.0,2009-01-08 19:23:42.0,2009-01-08 19:23:42.0,2009-01-08 19:23:42.0,1.0,1.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry out,476~~182~~121~~21,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry out-1,121~~21
2601,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-178,1,CompleteAnswer,2009-01-08 19:23:42.0,2009-01-08 19:23:57.0,2009-01-08 19:23:57.0,2009-01-08 19:23:57.0,15.0,15.0,,1,0,0,1,,,,
2602,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit1-1,2009-01-08 19:24:01.0,2009-01-08 19:24:05.0,2009-01-08 19:24:05.0,2009-01-08 19:24:05.0,2.0,2.0,,1,0,0,1,,,,
2603,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit1-2,2009-01-08 19:24:01.0,2009-01-08 19:24:05.0,2009-01-08 19:24:08.0,2009-01-08 19:24:08.0,5.0,,5.0,0,1,0,1,,,,
2604,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit1-3,2009-01-08 19:24:08.0,2009-01-08 19:24:09.0,2009-01-08 19:24:09.0,2009-01-08 19:24:09.0,0.5,0.5,,1,0,0,1,,,,
2605,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit1-4,2009-01-08 19:24:08.0,2009-01-08 19:24:09.0,2009-01-08 19:24:09.0,2009-01-08 19:24:09.0,0.5,0.5,,1,0,0,1,,,,
2606,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit1-5,2009-01-08 19:24:09.0,2009-01-08 19:24:13.0,2009-01-08 19:24:13.0,2009-01-08 19:24:13.0,2.0,2.0,,1,0,0,1,,,,
2607,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit1-6,2009-01-08 19:24:09.0,2009-01-08 19:24:13.0,2009-01-08 19:24:13.0,2009-01-08 19:24:13.0,2.0,2.0,,1,0,0,1,,,,
2608,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit2-1,2009-01-08 19:24:13.0,2009-01-08 19:24:16.0,2009-01-08 19:24:16.0,2009-01-08 19:24:16.0,3.0,3.0,,1,0,0,1,,,,
2609,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit2-2,2009-01-08 19:24:16.0,2009-01-08 19:24:19.0,2009-01-08 19:24:19.0,2009-01-08 19:24:19.0,1.5,1.5,,1,0,0,1,,,,
2610,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit2-3,2009-01-08 19:24:16.0,2009-01-08 19:24:19.0,2009-01-08 19:24:19.0,2009-01-08 19:24:19.0,1.5,1.5,,1,0,0,1,,,,
2611,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit2-4,2009-01-08 19:24:19.0,2009-01-08 19:24:20.0,2009-01-08 19:24:20.0,2009-01-08 19:24:20.0,1.0,1.0,,1,0,0,1,,,,
2612,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit2-5,2009-01-08 19:24:20.0,2009-01-08 19:24:23.0,2009-01-08 19:24:23.0,2009-01-08 19:24:23.0,3.0,3.0,,1,0,0,1,,,,
2613,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Digit2-6,2009-01-08 19:24:23.0,2009-01-08 19:24:24.0,2009-01-08 19:24:24.0,2009-01-08 19:24:24.0,1.0,1.0,,1,0,0,1,,,,
2614,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,Operation,2009-01-08 19:24:24.0,2009-01-08 19:24:28.0,2009-01-08 19:24:28.0,2009-01-08 19:24:28.0,4.0,4.0,,1,0,0,1,Identify operator,70,Identify operator-1,70
2615,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,DigitAnswer-1,2009-01-08 19:24:28.0,2009-01-08 19:24:30.0,2009-01-08 19:24:30.0,2009-01-08 19:24:30.0,2.0,2.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit -- no carry,477~~183~~94,Calculate sum digit -- no carry-1,94
2616,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,DigitAnswer-2,2009-01-08 19:24:30.0,2009-01-08 19:25:06.0,2009-01-08 19:25:06.0,2009-01-08 19:25:06.0,36.0,36.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,478~~184~~122~~95,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,122~~95
2617,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,DigitAnswer-3,2009-01-08 19:25:06.0,2009-01-08 19:25:08.0,2009-01-08 19:25:08.0,2009-01-08 19:25:08.0,2.0,2.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,479~~185~~123~~96,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,123~~96
2618,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,DigitAnswer-4,2009-01-08 19:25:08.0,2009-01-08 19:25:11.0,2009-01-08 19:25:29.0,2009-01-08 19:25:29.0,21.0,,21.0,0,4,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in,480~~186~~124~~31,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in-1,124~~31
2619,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,DigitAnswer-5,2009-01-08 19:25:29.0,2009-01-08 19:25:36.0,2009-01-08 19:25:36.0,2009-01-08 19:25:36.0,3.5,3.5,,1,0,0,1,Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in and out~~Enter answer digit -- DON'T TRACK ME,187~~125~~39~~481,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in and out-1,125~~39
2620,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,RegroupAddition:2,2009-01-08 19:25:29.0,2009-01-08 19:25:36.0,2009-01-08 19:25:36.0,2009-01-08 19:25:36.0,3.5,3.5,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in,482~~188~~126~~32,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in-1,126~~32
2621,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,DigitAnswer-6,2009-01-08 19:25:36.0,2009-01-08 19:25:41.0,2009-01-08 19:26:09.0,2009-01-08 19:26:09.0,33.0,,33.0,0,12,2,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry out,483~~189~~127~~22,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry out-1,127~~22
2622,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-136,1,CompleteAnswer,2009-01-08 19:26:09.0,2009-01-08 19:26:17.0,2009-01-08 19:26:17.0,2009-01-08 19:26:17.0,8.0,8.0,,1,0,0,1,,,,
2623,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit1-1,2009-01-08 19:26:21.0,2009-01-08 19:26:24.0,2009-01-08 19:26:24.0,2009-01-08 19:26:24.0,3.0,3.0,,1,0,0,1,,,,
2624,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit1-2,2009-01-08 19:26:24.0,2009-01-08 19:26:25.0,2009-01-08 19:26:25.0,2009-01-08 19:26:25.0,1.0,1.0,,1,0,0,1,,,,
2625,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit1-3,2009-01-08 19:26:25.0,2009-01-08 19:26:28.0,2009-01-08 19:26:28.0,2009-01-08 19:26:28.0,3.0,3.0,,1,0,0,1,,,,
2626,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit1-4,2009-01-08 19:26:28.0,2009-01-08 19:26:29.0,2009-01-08 19:26:29.0,2009-01-08 19:26:29.0,0.5,0.5,,1,0,0,1,,,,
2627,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit1-5,2009-01-08 19:26:28.0,2009-01-08 19:26:29.0,2009-01-08 19:26:29.0,2009-01-08 19:26:29.0,0.5,0.5,,1,0,0,1,,,,
2628,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit1-6,2009-01-08 19:26:29.0,2009-01-08 19:26:32.0,2009-01-08 19:26:32.0,2009-01-08 19:26:32.0,3.0,3.0,,1,0,0,1,,,,
2629,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit2-1,2009-01-08 19:26:32.0,2009-01-08 19:26:34.0,2009-01-08 19:26:34.0,2009-01-08 19:26:34.0,1.0,1.0,,1,0,0,1,,,,
2630,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit2-2,2009-01-08 19:26:32.0,2009-01-08 19:26:34.0,2009-01-08 19:26:34.0,2009-01-08 19:26:34.0,1.0,1.0,,1,0,0,1,,,,
2631,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit2-3,2009-01-08 19:26:34.0,2009-01-08 19:26:36.0,2009-01-08 19:26:36.0,2009-01-08 19:26:36.0,2.0,2.0,,1,0,0,1,,,,
2632,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit2-4,2009-01-08 19:26:36.0,2009-01-08 19:26:37.0,2009-01-08 19:26:37.0,2009-01-08 19:26:37.0,1.0,1.0,,1,0,0,1,,,,
2633,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit2-5,2009-01-08 19:26:37.0,2009-01-08 19:26:41.0,2009-01-08 19:26:41.0,2009-01-08 19:26:41.0,4.0,4.0,,1,0,0,1,,,,
2634,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Digit2-6,2009-01-08 19:26:41.0,2009-01-08 19:26:42.0,2009-01-08 19:26:42.0,2009-01-08 19:26:42.0,1.0,1.0,,1,0,0,1,,,,
2635,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,Operation,2009-01-08 19:26:42.0,2009-01-08 19:26:45.0,2009-01-08 19:26:45.0,2009-01-08 19:26:45.0,3.0,3.0,,1,0,0,1,Identify operator,71,Identify operator-1,71
2636,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,DigitAnswer-1,2009-01-08 19:26:45.0,2009-01-08 19:26:48.0,2009-01-08 19:26:51.0,2009-01-08 19:26:51.0,6.0,,6.0,0,1,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit -- carry in,484~~190~~33,Calculate sum digit -- carry in-1,33
2637,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,DigitAnswer-2,2009-01-08 19:26:51.0,2009-01-08 19:26:55.0,2009-01-08 19:27:20.0,2009-01-08 19:27:20.0,28.997,,28.997,0,24,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in and out,485~~191~~128~~40,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in and out-1,128~~40
2638,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,DigitAnswer-3,2009-01-08 19:27:20.0,2009-01-08 19:27:24.0,2009-01-08 19:27:24.0,2009-01-08 19:27:24.0,4.0,4.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in and out,486~~192~~129~~41,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in and out-1,129~~41
2639,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,DigitAnswer-4,2009-01-08 19:27:24.0,2009-01-08 19:27:29.0,2009-01-08 19:27:39.0,2009-01-08 19:27:39.0,15.0,,15.0,0,9,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry in and out,487~~193~~130~~42,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry in and out-1,130~~42
2640,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,DigitAnswer-5,2009-01-08 19:27:39.0,2009-01-08 19:27:44.0,2009-01-08 19:27:45.0,2009-01-08 19:27:45.0,6.0,,6.0,0,1,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- carry out,488~~194~~131~~23,Calculate sum digit from 2 digits-1~~Calculate sum digit -- carry out-1,131~~23
2641,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,DigitAnswer-6,2009-01-08 19:27:45.0,2009-01-08 19:27:48.0,2009-01-08 19:27:48.0,2009-01-08 19:27:48.0,3.0,3.0,,1,0,0,1,Enter answer digit -- DON'T TRACK ME~~Enter sum digit -- DON'T TRACK ME~~Calculate sum digit from 2 digits~~Calculate sum digit -- no carry,489~~195~~132~~97,Calculate sum digit from 2 digits-1~~Calculate sum digit -- no carry-1,132~~97
2642,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-001,1,CompleteAnswer,2009-01-08 19:27:48.0,2009-01-08 19:27:57.0,2009-01-08 19:27:57.0,2009-01-08 19:27:57.0,9.0,9.0,,1,0,0,1,,,,
2643,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit1-1,2009-01-08 19:28:05.0,2009-01-08 19:28:09.0,2009-01-08 19:28:13.0,2009-01-08 19:28:13.0,8.0,,8.0,0,2,0,1,,,,
2644,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit1-2,2009-01-08 19:28:13.0,2009-01-08 19:28:14.0,2009-01-08 19:28:14.0,2009-01-08 19:28:14.0,1.0,1.0,,1,0,0,1,,,,
2645,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit1-3,2009-01-08 19:28:14.0,2009-01-08 19:28:15.0,2009-01-08 19:28:15.0,2009-01-08 19:28:15.0,1.0,1.0,,1,0,0,1,,,,
2646,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit1-4,2009-01-08 19:28:15.0,2009-01-08 19:28:16.0,2009-01-08 19:28:16.0,2009-01-08 19:28:16.0,1.0,1.0,,1,0,0,1,,,,
2647,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit2-1,2009-01-08 19:28:16.0,2009-01-08 19:28:19.0,2009-01-08 19:28:19.0,2009-01-08 19:28:19.0,3.0,3.0,,1,0,0,1,,,,
2648,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit2-2,2009-01-08 19:28:19.0,2009-01-08 19:28:20.0,2009-01-08 19:28:20.0,2009-01-08 19:28:20.0,1.0,1.0,,1,0,0,1,,,,
2649,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit2-3,2009-01-08 19:28:20.0,2009-01-08 19:28:21.0,2009-01-08 19:28:21.0,2009-01-08 19:28:21.0,1.0,1.0,,1,0,0,1,,,,
2650,stu_9414162410,"Unit WHOLE-NUMBER-OPERATIONS-1, Section WHOLE-NUMBER-OPERATIONS-I-2",WHOLENUMOPS2-036,1,Digit2-4,2009-01-08 19:28:21.0,2009-01-08 19:28:22.0,2009-01-08 19:28:22.0,2009-01-08 19:28:22.0,1.0,1.0,,1,0,0,1,,,,
